Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001993,Female,No,0,Graduate,No,56430,24990,2700000,360,1,Rural,Y
LP001994,Female,No,0,Graduate,No,36000,27945,2080000,360,0,Urban,N
LP001996,Male,No,0,Graduate,No,303495,0,9600000,360,1,Rural,N
LP001998,Male,Yes,2,Not Graduate,No,115005,0,3700000,360,,Rural,Y
LP002002,Female,No,0,Graduate,No,43755,0,1680000,360,1,Semiurban,Y
LP002004,Male,No,0,Not Graduate,No,43905,36075,2220000,360,1,Semiurban,Y
LP002006,Female,No,0,Graduate,No,37605,0,1120000,360,1,Rural,Y
LP002008,Male,Yes,2,Graduate,Yes,86190,0,2880000,84,,Rural,Y
LP002024,,Yes,0,Graduate,No,37095,27645,3180000,360,1,Rural,N
LP002031,Male,Yes,1,Not Graduate,No,50985,24600,2220000,180,1,Urban,Y
LP002035,Male,Yes,2,Graduate,No,55755,0,2400000,360,1,Semiurban,Y
LP002036,Male,Yes,0,Graduate,No,30870,32010,1760000,360,,Urban,Y
LP002043,Female,No,1,Graduate,No,53115,0,2240000,360,,Semiurban,Y
LP002050,Male,Yes,1,Graduate,Yes,150000,0,3100000,360,1,Rural,N
LP002051,Male,Yes,0,Graduate,No,36000,32505,2300000,360,1,Semiurban,Y
LP002053,Male,Yes,3+,Graduate,No,65130,2835,2480000,360,1,Semiurban,Y
LP002054,Male,Yes,2,Not Graduate,No,54015,23850,,360,1,Rural,Y
LP002055,Female,No,0,Graduate,No,47490,44775,2640000,360,,Rural,Y
LP002065,Male,Yes,3+,Graduate,No,225000,0,6000000,360,1,Rural,Y
LP002067,Male,Yes,1,Graduate,Yes,129990,74745,7520000,360,0,Rural,N
LP002068,Male,No,0,Graduate,No,73755,0,2600000,360,0,Rural,Y
LP002082,Male,Yes,0,Graduate,Yes,87270,32400,3680000,360,1,Semiurban,Y
LP002086,Female,Yes,0,Graduate,No,64995,36765,2200000,360,1,Urban,N
LP002087,Female,No,0,Graduate,No,37500,0,1340000,360,1,Urban,Y
LP002097,Male,No,1,Graduate,No,65760,26895,2340000,360,1,Urban,Y
LP002098,Male,No,0,Graduate,No,44025,0,1960000,360,1,Semiurban,Y
LP002100,Male,No,,Graduate,No,42495,0,1420000,360,1,Urban,Y
LP002101,Male,Yes,0,Graduate,,950055,0,9800000,180,1,Urban,Y
LP002103,,Yes,1,Graduate,Yes,147495,27495,3640000,180,1,Urban,Y
LP002106,Male,Yes,,Graduate,Yes,82545,67350,1400000,,1,Semiurban,Y
LP002110,Male,Yes,1,Graduate,,78750,10320,3200000,360,1,Rural,Y
LP002112,Male,Yes,2,Graduate,Yes,37500,69000,3520000,360,1,Rural,Y
LP002113,Female,No,3+,Not Graduate,No,27450,0,,360,0,Urban,N
LP002114,Female,No,0,Graduate,No,62400,0,1420000,360,1,Semiurban,Y
LP002115,Male,Yes,3+,Not Graduate,No,39705,23805,3460000,360,1,Rural,N
LP002116,Female,No,0,Graduate,No,35670,0,920000,360,1,Rural,N
LP002119,Male,Yes,1,Not Graduate,No,68310,18435,3160000,360,1,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,47595,0,1480000,360,1,Semiurban,Y
LP002128,Male,Yes,2,Graduate,,38745,34950,2500000,360,1,Rural,Y
LP002129,Male,Yes,0,Graduate,No,37485,36870,3200000,360,1,Semiurban,Y
LP002130,Male,Yes,,Not Graduate,No,52845,48450,3040000,360,0,Rural,N
LP002131,Male,Yes,2,Not Graduate,No,46245,32520,2520000,360,1,Urban,Y
LP002137,Male,Yes,0,Graduate,No,94995,68745,5180000,360,,Semiurban,Y
LP002138,Male,Yes,0,Graduate,No,39375,93750,3740000,360,1,Rural,Y
LP002139,Male,Yes,0,Graduate,No,136245,0,4560000,360,1,Semiurban,Y
LP002140,Male,No,0,Graduate,No,131250,62505,6160000,360,1,Rural,N
LP002141,Male,Yes,3+,Graduate,No,39990,31245,1900000,360,1,Rural,Y
LP002142,Female,Yes,0,Graduate,Yes,82500,0,2100000,360,0,Rural,N
LP002143,Female,Yes,0,Graduate,No,36345,7575,2600000,360,1,Semiurban,Y
LP002144,Female,No,,Graduate,No,57195,0,2320000,180,1,Urban,Y
LP002149,Male,Yes,2,Graduate,No,124995,47505,3300000,360,1,Rural,Y
LP002151,Male,Yes,1,Graduate,No,58125,0,1340000,360,1,Urban,N
LP002158,Male,Yes,0,Not Graduate,No,45000,24990,2000000,480,0,Urban,N
LP002160,Male,Yes,3+,Graduate,No,77505,47505,4000000,360,1,Semiurban,Y
LP002161,Female,No,1,Graduate,No,70845,0,1620000,360,1,Semiurban,N
LP002170,Male,Yes,2,Graduate,No,75000,55005,4720000,360,1,Semiurban,Y
LP002175,Male,Yes,0,Graduate,No,71250,34995,2600000,360,1,Urban,Y
LP002178,Male,Yes,0,Graduate,No,45195,45495,1900000,300,,Urban,Y
LP002180,Male,No,0,Graduate,Yes,102330,0,2820000,360,1,Rural,Y
LP002181,Male,No,0,Not Graduate,No,93240,0,2660000,360,1,Rural,N
LP002187,Male,No,0,Graduate,No,37500,0,1920000,480,1,Semiurban,N
LP002188,Male,No,0,Graduate,No,76860,0,2480000,,0,Rural,N
LP002190,Male,Yes,1,Graduate,No,94875,0,3500000,360,1,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,295950,78990,11400000,360,1,Rural,N
LP002194,Female,No,0,Graduate,Yes,236385,0,1100000,360,1,Semiurban,Y
LP002197,Male,Yes,2,Graduate,No,77775,0,3100000,360,1,Semiurban,Y
LP002201,Male,Yes,2,Graduate,Yes,139845,118095,7600000,300,1,Rural,Y
LP002205,Male,No,1,Graduate,No,45930,29805,2220000,180,0,Urban,N
LP002209,Female,No,0,Graduate,,41460,21885,2200000,360,1,Urban,Y
LP002211,Male,Yes,0,Graduate,No,72255,13845,2400000,180,1,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,131250,74940,2600000,360,1,Rural,Y
LP002223,Male,Yes,0,Graduate,No,64650,0,2600000,360,,Semiurban,Y
LP002224,Male,No,0,Graduate,No,46035,0,1420000,480,1,Urban,N
LP002225,Male,Yes,2,Graduate,No,80865,0,2600000,360,1,Urban,Y
LP002226,Male,Yes,0,Graduate,,49995,37500,2560000,360,1,Semiurban,Y
LP002229,Male,No,0,Graduate,No,89115,63480,5920000,360,1,Semiurban,Y
LP002231,Female,No,0,Graduate,No,90000,0,3120000,360,1,Urban,Y
LP002234,Male,No,0,Graduate,Yes,107505,0,2560000,360,1,Urban,Y
LP002236,Male,Yes,2,Graduate,No,68490,0,2000000,360,1,Urban,N
LP002237,Male,No,1,Graduate,,55005,0,2260000,180,1,Urban,Y
LP002239,Male,No,0,Not Graduate,No,35190,24000,2640000,360,1,Semiurban,Y
LP002243,Male,Yes,0,Not Graduate,No,45150,47040,,360,0,Urban,N
LP002244,Male,Yes,0,Graduate,No,34995,36255,2720000,360,1,Urban,Y
LP002250,Male,Yes,0,Graduate,No,82320,0,2500000,360,1,Rural,Y
LP002255,Male,No,3+,Graduate,No,137505,0,3700000,360,1,Rural,Y
LP002262,Male,Yes,3+,Graduate,No,142560,0,5500000,360,1,Rural,Y
LP002263,Male,Yes,0,Graduate,No,38745,31725,2400000,360,,Urban,Y
LP002265,Male,Yes,2,Not Graduate,No,29895,24375,2260000,180,1,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,46500,21000,2260000,360,1,Urban,Y
LP002272,Male,Yes,2,Graduate,No,49140,7260,2700000,360,,Semiurban,Y
LP002277,Female,No,0,Graduate,No,47700,0,1420000,360,0,Urban,N
LP002281,Male,Yes,0,Graduate,No,45495,21885,1900000,360,1,Urban,Y
LP002284,Male,No,0,Not Graduate,No,58530,24990,2180000,360,1,Rural,Y
LP002287,Female,No,0,Graduate,No,22500,27000,2060000,360,0,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,No,43335,0,900000,180,0,Urban,N
LP002296,Male,No,0,Not Graduate,No,41325,0,1300000,300,1,Rural,N
LP002297,Male,No,0,Graduate,No,37500,300000,2060000,360,1,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,29445,0,1060000,360,1,Semiurban,Y
LP002301,Female,No,0,Graduate,Yes,111615,0,3880000,360,1,Rural,N
LP002305,Female,No,0,Graduate,No,68205,0,2300000,360,1,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,32505,36000,2300000,360,1,Urban,Y
LP002314,Female,No,0,Not Graduate,No,33195,0,1320000,360,1,Rural,Y
LP002315,Male,Yes,1,Graduate,No,124500,0,3040000,300,0,Semiurban,N
LP002317,Male,Yes,3+,Graduate,No,1215000,0,7200000,360,0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,58005,0,1240000,360,1,Semiurban,N
LP002319,Male,Yes,0,Graduate,,93840,0,3200000,360,,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,91440,0,4360000,360,0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,33795,30495,2200000,360,1,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,32235,48555,3560000,360,0,Semiurban,N
LP002337,Female,No,0,Graduate,No,44925,0,1200000,360,1,Urban,Y
LP002341,Female,No,1,Graduate,No,39000,0,3200000,360,1,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,24000,300000,4780000,360,1,Urban,N
LP002345,Male,Yes,0,Graduate,No,15375,41595,2240000,360,1,Rural,Y
LP002347,Male,Yes,0,Graduate,No,48690,21255,2760000,360,1,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,87435,0,2760000,360,1,Rural,Y
LP002357,Female,No,0,Not Graduate,No,40800,0,1600000,,0,Urban,N
LP002361,Male,Yes,0,Graduate,No,27300,25785,2000000,360,1,Urban,Y
LP002362,Male,Yes,1,Graduate,No,108750,25005,2200000,,0,Urban,N
LP002364,Male,Yes,0,Graduate,No,223200,0,1920000,360,1,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,39990,64500,2420000,360,1,Rural,Y
LP002367,Female,No,1,Not Graduate,No,69090,0,1620000,360,1,Rural,N
LP002368,Male,Yes,2,Graduate,No,89025,0,2660000,360,1,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,43800,241.8000126,1740000,360,1,Rural,Y
LP002370,Male,No,0,Not Graduate,No,40755,0,1200000,180,1,Urban,Y
LP002377,Female,No,1,Graduate,Yes,129360,0,3000000,360,1,Semiurban,Y
LP002379,Male,No,0,Graduate,No,97500,0,2100000,360,0,Rural,N
LP002386,Male,No,0,Graduate,,193140,0,8100000,360,1,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,36375,35100,2860000,360,1,Semiurban,Y
LP002390,Male,No,0,Graduate,No,56250,0,2000000,360,1,Urban,Y
LP002393,Female,,,Graduate,No,150705,0,,240,1,Semiurban,Y
LP002398,Male,No,0,Graduate,No,28890,27765,1000000,360,1,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,33195,16875,,360,1,Urban,Y
LP002403,Male,No,0,Graduate,Yes,156240,0,3740000,360,0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,107130,0,2760000,360,1,Rural,Y
LP002408,Male,No,0,Graduate,No,54900,75960,3740000,360,1,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,118515,27495,3600000,360,1,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,70605,29895,2960000,360,1,Semiurban,Y
LP002422,Male,No,1,Graduate,No,565785,0,3040000,360,1,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,109995,124995,3500000,300,,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,51990,18150,2600000,360,1,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,69780,0,2200000,360,1,Rural,Y
LP002435,Male,Yes,0,Graduate,,53085,20640,1100000,360,1,Rural,N
LP002443,Male,Yes,2,Graduate,No,50100,25650,3000000,360,0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,41535,23130,3800000,360,,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,No,34635,18825,2500000,360,0,Rural,N
LP002447,Male,Yes,2,Not Graduate,No,29370,21840,1200000,300,,Urban,Y
LP002448,Male,Yes,0,Graduate,No,59220,25995,2980000,360,0,Rural,N
LP002449,Male,Yes,0,Graduate,No,37245,36990,1800000,180,0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,106275,0,1680000,360,1,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,57885,0,1920000,360,1,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,64515,0,2360000,360,1,Urban,Y
LP002467,Male,Yes,0,Graduate,No,55620,38535,3460000,360,1,Urban,N
LP002472,Male,No,2,Graduate,No,65310,0,2720000,360,1,Rural,Y
LP002473,Male,Yes,0,Graduate,No,125010,0,3200000,360,1,Semiurban,N
LP002478,,Yes,0,Graduate,Yes,31245,61245,3200000,360,,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,116100,0,2560000,180,1,Urban,Y
LP002487,Male,Yes,0,Graduate,No,45225,32820,3060000,360,1,Rural,Y
LP002489,Female,No,1,Not Graduate,,77865,0,2640000,360,1,Semiurban,Y
LP002493,Male,No,0,Graduate,No,62490,0,1960000,360,0,Semiurban,N
LP002494,Male,No,0,Graduate,No,90000,0,2800000,360,1,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,44205,24960,1400000,180,0,Urban,N
LP002501,,Yes,0,Graduate,No,250380,0,2200000,360,1,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,,3150,43755,1960000,360,1,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,64995,36765,2200000,360,1,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,51750,31185,3240000,360,1,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,39795,22500,2260000,180,0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,70365,0,2000000,360,1,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,37500,0,1860000,360,,Urban,Y
LP002524,Male,No,2,Graduate,No,82980,69720,3240000,360,1,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,247875,15210,3000000,360,1,Rural,Y
LP002529,Male,Yes,2,Graduate,No,100500,26250,4600000,300,1,Semiurban,Y
LP002530,,Yes,2,Graduate,No,43095,28080,2640000,360,0,Semiurban,N
LP002531,Male,Yes,1,Graduate,Yes,250005,33750,1720000,360,1,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,44205,24045,,360,1,Urban,N
LP002534,Female,No,0,Not Graduate,No,65250,0,3080000,360,1,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,46425,0,2260000,360,1,Rural,Y
LP002537,Male,Yes,0,Graduate,No,31245,47250,2560000,360,1,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,162495,0,4680000,360,1,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,124995,0,4920000,360,1,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,29370,36540,2620000,360,1,Rural,Y
LP002545,Male,No,2,Graduate,No,53205,0,1600000,360,0,Rural,N
LP002547,Male,Yes,1,Graduate,No,274995,0,10000000,360,1,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,68745,31245,3200000,360,1,Semiurban,Y
LP002556,Male,No,0,Graduate,No,36525,0,1500000,360,1,Urban,N
LP002560,Male,No,0,Not Graduate,No,40485,41775,1920000,360,,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,No,79995,16965,3720000,360,,Urban,Y
LP002571,Male,No,0,Not Graduate,No,55365,0,2200000,360,1,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,258945,0,4500000,360,1,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,53955,32355,2380000,360,0,Rural,N
LP002586,Female,Yes,1,Graduate,No,49890,13695,2100000,84,1,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,39000,25500,2140000,360,1,Rural,Y
LP002588,Male,Yes,0,Graduate,No,69375,42855,2220000,12,,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,43425,0,1900000,360,1,Semiurban,Y
LP002602,Male,No,0,Graduate,No,94245,66240,4180000,360,0,Rural,N
LP002603,Female,No,0,Graduate,No,9675,55245,2260000,480,1,Rural,Y
LP002606,Female,No,0,Graduate,No,47385,0,2000000,360,1,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,72975,84360,4160000,360,1,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,60750,79530,2760000,360,,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,57210,22245,2480000,300,1,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,52650,66240,4860000,360,1,Rural,Y
LP002624,Male,Yes,0,Graduate,No,312495,100005,9600000,360,,Urban,Y
LP002625,,No,0,Graduate,No,53745,0,1920000,360,1,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,37185,45195,3760000,360,1,Urban,Y
LP002634,Female,No,1,Graduate,No,198930,0,800000,360,1,Urban,Y
LP002637,Male,No,0,Not Graduate,No,53970,19305,2000000,360,1,Rural,N
LP002640,Male,Yes,1,Graduate,No,90975,30060,5000000,360,1,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,49245,30525,2960000,360,1,Urban,Y
LP002648,Male,Yes,0,Graduate,No,31950,99990,1400000,180,1,Semiurban,N
LP002652,Male,No,0,Graduate,No,87225,54990,6220000,360,1,Rural,N
LP002659,Male,Yes,3+,Graduate,No,51990,51420,3000000,360,1,Rural,Y
LP002670,Female,Yes,2,Graduate,No,30465,24480,2260000,480,1,Semiurban,Y
LP002682,Male,Yes,,Not Graduate,No,46110,27000,2460000,360,0,Semiurban,N
LP002683,Male,No,0,Graduate,No,70245,28725,3700000,360,1,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,51000,0,1900000,360,1,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,32880,26130,900000,360,1,Semiurban,Y
LP002690,Male,No,0,Graduate,No,37500,0,1100000,360,1,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,85155,21360,2000000,360,1,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,119220,107490,9600000,360,1,Rural,Y
LP002697,Male,No,0,Graduate,No,70200,31305,,360,1,Semiurban,N
LP002699,Male,Yes,2,Graduate,Yes,262500,0,8000000,360,1,Rural,Y
LP002705,Male,Yes,0,Graduate,No,56625,0,2200000,360,1,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,79275,21450,3220000,360,0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,40185,19530,1880000,360,1,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,101745,0,2600000,360,1,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,15375,82500,4320000,360,,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,64215,0,2000000,360,1,Urban,Y
LP002723,Male,No,2,Graduate,No,53820,0,2200000,360,0,Rural,N
LP002729,Male,No,1,Graduate,No,168750,0,3920000,360,,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,272475,0,2500000,360,1,Urban,Y
LP002732,Male,No,0,Not Graduate,,38250,30630,2520000,360,1,Rural,Y
LP002734,Male,Yes,0,Graduate,No,91995,58590,6480000,360,1,Urban,Y
LP002738,Male,No,2,Graduate,No,54255,0,2140000,360,1,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,43755,8040,1320000,360,1,Rural,N
LP002740,Male,Yes,3+,Graduate,No,96255,0,3140000,180,1,Rural,Y
LP002741,Female,Yes,1,Graduate,No,69120,42675,2800000,180,1,Semiurban,Y
LP002743,Female,No,0,Graduate,No,32070,0,1980000,360,0,Semiurban,N
LP002753,Female,No,1,Graduate,,54780,0,1900000,360,1,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,33585,37860,2560000,360,1,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,45255,9945,2040000,360,,Semiurban,Y
LP002767,Male,Yes,0,Graduate,No,41520,29250,3100000,360,1,Rural,Y
LP002768,Male,No,0,Not Graduate,No,50370,0,1600000,36,1,Semiurban,N
LP002772,Male,No,0,Graduate,No,37890,26745,2900000,360,1,Rural,Y
LP002776,Female,No,0,Graduate,No,75000,0,2060000,360,0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,41775,30240,2200000,360,1,Rural,Y
LP002778,Male,Yes,2,Graduate,Yes,99495,0,,360,0,Rural,N
LP002784,Male,Yes,1,Not Graduate,No,37380,35625,,360,1,Rural,Y
LP002785,Male,Yes,1,Graduate,No,49995,48750,3160000,360,1,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,36810,34995,3620000,360,0,Urban,N
LP002789,Male,Yes,0,Graduate,No,53895,63990,2640000,180,0,Rural,N
LP002792,Male,Yes,1,Graduate,No,82020,15480,520000,360,1,Semiurban,Y
LP002794,Female,No,0,Graduate,No,40005,24375,1680000,360,,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,152085,0,5200000,360,1,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,58305,40035,3240000,360,1,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,62700,34590,3640000,360,1,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,55125,3630,2160000,360,1,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,292260,0,12000000,360,1,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,88845,30810,4220000,360,1,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,87000,0,2640000,360,1,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,131985,0,5160000,360,0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,67005,0,2400000,360,,Rural,Y
LP002836,Male,No,0,Graduate,No,49995,0,1400000,360,1,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,51000,37500,2460000,360,0,Rural,N
LP002840,Female,No,0,Graduate,No,35670,0,180000,360,1,Urban,N
LP002841,Male,Yes,0,Graduate,No,47490,30960,2080000,360,0,Urban,N
LP002842,Male,Yes,1,Graduate,No,51255,26250,3720000,360,1,Urban,Y
LP002847,Male,Yes,,Graduate,No,76740,21765,3300000,360,0,Urban,N
LP002855,Male,Yes,2,Graduate,No,249990,0,5500000,360,1,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,91875,24375,3740000,480,1,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,96090,0,3000000,360,1,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,47385,6915,2160000,84,1,Urban,Y
LP002872,,Yes,0,Graduate,No,46305,33150,2720000,360,0,Semiurban,N
LP002874,Male,No,0,Graduate,No,48435,41085,2200000,360,1,Urban,Y
LP002877,Male,Yes,1,Graduate,No,26730,33480,2140000,360,1,Rural,Y
LP002888,Male,No,0,Graduate,,47730,43755,3220000,360,1,Urban,Y
LP002892,Male,Yes,2,Graduate,No,98100,0,4100000,360,1,Semiurban,Y
LP002893,Male,No,0,Graduate,No,27540,507555,1800000,360,1,Urban,N
LP002894,Female,Yes,0,Graduate,No,47490,0,720000,360,1,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,28200,0,1220000,360,,Rural,N
LP002911,Male,Yes,1,Graduate,No,41805,28755,2920000,360,0,Rural,N
LP002912,Male,Yes,1,Graduate,No,64245,45000,3440000,84,1,Rural,N
LP002916,Male,Yes,0,Graduate,No,34455,22830,2080000,360,1,Urban,Y
LP002917,Female,No,0,Not Graduate,No,32475,0,1400000,360,1,Semiurban,Y
LP002925,,No,0,Graduate,No,71250,0,1880000,360,1,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,40890,0,2120000,360,0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,45000,51240,1120000,180,1,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,90000,0,4100000,240,1,Semiurban,N
LP002933,,No,3+,Graduate,Yes,140355,0,5840000,360,1,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,57885,49500,2840000,180,1,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,241800,0,5200000,360,1,Urban,Y
LP002940,Male,No,0,Not Graduate,No,57495,0,2200000,360,1,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,95745,15000,3740000,360,1,Rural,N
LP002943,Male,No,,Graduate,No,44805,0,1760000,360,0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,149445,0,3600000,360,1,Rural,Y
LP002948,Male,Yes,2,Graduate,No,86700,0,3840000,360,1,Urban,Y
LP002949,Female,No,3+,Graduate,,6240,625005,7000000,180,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,43410,41880,3100000,360,1,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,85545,0,2560000,360,1,Urban,Y
LP002958,Male,No,0,Graduate,No,55140,64515,3440000,360,1,Rural,Y
LP002959,Female,Yes,1,Graduate,No,180000,0,9920000,360,1,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,36000,57000,,180,1,Urban,N
LP002961,Male,Yes,1,Graduate,No,51000,37500,3460000,360,1,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,59805,21165,3140000,360,1,Rural,Y
LP002974,Male,Yes,0,Graduate,No,48480,29250,2160000,360,1,Rural,Y
LP002978,Female,No,0,Graduate,No,43500,0,1420000,360,1,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,61590,0,800000,180,1,Rural,Y
LP002983,Male,Yes,1,Graduate,No,121080,3600,5060000,360,1,Urban,Y
LP002984,Male,Yes,2,Graduate,No,113745,0,3740000,360,1,Urban,Y
LP002990,Female,No,0,Graduate,Yes,68745,0,2660000,360,0,Semiurban,N
